MosquitoID,Date.of.Collection,Marker,Size,Height
18R-13,12/09/14,D19S433,146.25,6488
18R-13,12/09/14,D19S433,150.13,3838
18R-13,12/09/14,TH01,192.61,10272
18R-13,12/09/14,FGA,241.56,1159
18R-13,12/09/14,FGA,251.17,1568
18R-13,12/09/14,FGA,258.61,2026
18R-13,12/09/14,FGA,277.57,2209
18R-13,12/09/14,D2S441,87.59,2936
18R-13,12/09/14,D2S441,91.61,2921
18R-13,12/09/14,D2S441,99.64,5218
18R-13,12/09/14,D3S1358,143.26,5104
18R-13,12/09/14,D3S1358,147.04,4201
18R-13,12/09/14,D1S1656,190.2,2159
18R-13,12/09/14,D1S1656,198.11,4033
18R-13,12/09/14,D12S391,232.68,1689
18R-13,12/09/14,D12S391,240.52,2915
18R-13,12/09/14,SE33,369.17,1743
18R-13,12/09/14,SE33,373.22,1798
18R-13,12/09/14,SE33,408.2,1649
18R-11,12/09/14,D10S1248,104.56,4682
18R-11,12/09/14,D10S1248,112.66,1434
18R-11,12/09/14,vWA,168.52,2391
18R-11,12/09/14,vWA,172.56,2005
18R-11,12/09/14,D16S539,244.37,751
18R-11,12/09/14,D16S539,256.46,1557
18R-11,12/09/14,D16S539,260.5,1186
18R-11,12/09/14,D2S1338,289.56,653
18R-11,12/09/14,D2S1338,309.51,504
18R-11,12/09/14,D2S1338,313.67,758
18R-11,12/09/14,D2S1338,317.85,421
18R-11,12/09/14,AMEL,100.46,15484
18R-11,12/09/14,D8S1179,144.65,5100
18R-11,12/09/14,D8S1179,152.98,4546
18R-11,12/09/14,D21S11,199.66,2496
18R-11,12/09/14,D21S11,207.67,3690
18R-11,12/09/14,D21S11,227.88,947
18R-11,12/09/14,D18S51,313,4557
18R-11,12/09/14,D22S1045,88.93,4475
18R-11,12/09/14,D22S1045,92.02,4151
18R-11,12/09/14,D22S1045,101.28,4901
18R-11,12/09/14,D22S1045,104.38,3508
18R-11,12/09/14,D19S433,142.54,7788
18R-11,12/09/14,D19S433,150.18,2725
18R-11,12/09/14,D19S433,155.79,3160
18R-11,12/09/14,TH01,188.69,2411
18R-11,12/09/14,TH01,192.64,4956
18R-11,12/09/14,FGA,251.16,2012
18R-11,12/09/14,FGA,258.6,1248
18R-11,12/09/14,FGA,262.25,1806
18R-11,12/09/14,FGA,277.5,1162
18R-11,12/09/14,D2S441,87.56,3015
18R-11,12/09/14,D2S441,91.65,1766
18R-11,12/09/14,D2S441,99.64,4477
18R-11,12/09/14,D3S1358,143.33,1974
18R-11,12/09/14,D3S1358,147.19,4040
18R-11,12/09/14,D3S1358,155.35,1944
18R-11,12/09/14,D1S1656,190.24,1271
18R-11,12/09/14,D1S1656,194.27,1767
18R-11,12/09/14,D1S1656,198.12,1232
18R-11,12/09/14,D1S1656,202.02,1762
18R-11,12/09/14,D12S391,232.73,704
18R-11,12/09/14,D12S391,240.52,793
18R-11,12/09/14,D12S391,244.54,1159
18R-11,12/09/14,D12S391,248.3,1043
18R-11,12/09/14,SE33,352.78,1285
18R-11,12/09/14,SE33,373.25,1974
18R-11,12/09/14,SE33,408.25,534
18R-09,12/09/14,D10S1248,104.5,3356
18R-09,12/09/14,vWA,168.48,1160
18R-09,12/09/14,vWA,172.44,984
18R-09,12/09/14,D16S539,256.55,769
18R-09,12/09/14,D16S539,260.5,676
18R-09,12/09/14,D2S1338,289.61,603
18R-09,12/09/14,D2S1338,313.58,514
18R-09,12/09/14,AMEL,100.46,10195
18R-09,12/09/14,D8S1179,144.58,3455
18R-09,12/09/14,D8S1179,152.86,2565
18R-09,12/09/14,D21S11,199.57,2184
18R-09,12/09/14,D21S11,207.69,2414
18R-09,12/09/14,D18S51,313,2996
18R-09,12/09/14,D22S1045,91.98,4203
18R-09,12/09/14,D22S1045,101.29,4520
18R-09,12/09/14,D19S433,142.46,3822
18R-09,12/09/14,D19S433,146.34,1068
18R-09,12/09/14,D19S433,155.77,3083
18R-09,12/09/14,TH01,188.55,2315
18R-09,12/09/14,TH01,192.6,2575
18R-09,12/09/14,FGA,251.17,1959
18R-09,12/09/14,FGA,262.34,1882
18R-09,12/09/14,D2S441,87.59,2503
18R-09,12/09/14,D2S441,99.64,1952
18R-09,12/09/14,D3S1358,147.13,2032
18R-09,12/09/14,D3S1358,155.24,1603
18R-09,12/09/14,D1S1656,194.15,1225
18R-09,12/09/14,D1S1656,198.02,555
18R-09,12/09/14,D1S1656,202.05,1151
18R-09,12/09/14,D12S391,244.58,968
18R-09,12/09/14,D12S391,248.46,1007
18R-09,12/09/14,SE33,352.84,962
18R-09,12/09/14,SE33,373.31,725
18R-07,12/09/14,D10S1248,104.44,2113
18R-07,12/09/14,D10S1248,112.58,995
18R-07,12/09/14,vWA,168.48,1052
18R-07,12/09/14,vWA,172.41,972
18R-07,12/09/14,D16S539,244.34,815
18R-07,12/09/14,D16S539,256.41,1086
18R-07,12/09/14,D2S1338,309.47,786
18R-07,12/09/14,D2S1338,313.59,450
18R-07,12/09/14,D2S1338,317.77,528
18R-07,12/09/14,AMEL,100.45,8498
18R-07,12/09/14,D8S1179,144.54,4861
18R-07,12/09/14,D8S1179,152.92,2283
18R-07,12/09/14,D21S11,207.62,3772
18R-07,12/09/14,D21S11,227.78,1681
18R-07,12/09/14,D18S51,304.75,2289
18R-07,12/09/14,D18S51,312.92,831
18R-07,12/09/14,D18S51,317.17,1763
18R-07,12/09/14,D22S1045,88.89,3277
18R-07,12/09/14,D22S1045,104.35,3555
18R-07,12/09/14,D22S1045,107.4,868
18R-07,12/09/14,D19S433,142.44,2715
18R-07,12/09/14,D19S433,146.2,2078
18R-07,12/09/14,D19S433,150.04,2864
18R-07,12/09/14,TH01,192.56,5105
18R-07,12/09/14,FGA,243.4,805
18R-07,12/09/14,FGA,254.69,779
18R-07,12/09/14,FGA,258.37,1596
18R-07,12/09/14,FGA,277.34,1727
18R-07,12/09/14,D2S441,91.7,2756
18R-07,12/09/14,D2S441,99.64,1722
18R-07,12/09/14,D3S1358,143.32,2008
18R-07,12/09/14,D3S1358,147.16,2431
18R-07,12/09/14,D3S1358,155.02,652
18R-07,12/09/14,D1S1656,190.16,1541
18R-07,12/09/14,D1S1656,198.12,2541
18R-07,12/09/14,D12S391,232.69,907
18R-07,12/09/14,D12S391,240.43,1391
18R-07,12/09/14,SE33,369.26,533
18R-07,12/09/14,SE33,373.25,933
18R-07,12/09/14,SE33,381.48,389
18R-07,12/09/14,SE33,408.35,938
18R-04,12/09/14,D10S1248,104.58,1687
18R-04,12/09/14,D10S1248,112.67,673
18R-04,12/09/14,vWA,168.52,1207
18R-04,12/09/14,vWA,172.47,1227
18R-04,12/09/14,D16S539,244.33,698
18R-04,12/09/14,D16S539,256.46,811
18R-04,12/09/14,D16S539,260.5,328
18R-04,12/09/14,D2S1338,309.55,474
18R-04,12/09/14,D2S1338,313.67,306
18R-04,12/09/14,D2S1338,317.72,487
18R-04,12/09/14,AMEL,100.46,6962
18R-04,12/09/14,D8S1179,144.63,2836
18R-04,12/09/14,D8S1179,152.92,2520
18R-04,12/09/14,D21S11,199.57,956
18R-04,12/09/14,D21S11,207.66,2650
18R-04,12/09/14,D21S11,227.86,1624
18R-04,12/09/14,D18S51,304.71,1363
18R-04,12/09/14,D18S51,313.01,1406
18R-04,12/09/14,D18S51,317.21,1314
18R-04,12/09/14,D22S1045,88.93,2829
18R-04,12/09/14,D22S1045,92.02,1355
18R-04,12/09/14,D22S1045,101.29,1410
18R-04,12/09/14,D22S1045,104.49,2257
18R-04,12/09/14,D19S433,142.44,3515
18R-04,12/09/14,D19S433,150.04,2108
18R-04,12/09/14,D19S433,155.72,959
18R-04,12/09/14,TH01,192.59,4209
18R-04,12/09/14,FGA,251.08,713
18R-04,12/09/14,FGA,258.52,1469
18R-04,12/09/14,FGA,262.33,738
18R-04,12/09/14,FGA,277.51,1310
18R-04,12/09/14,D2S441,87.56,955
18R-04,12/09/14,D2S441,91.65,1510
18R-04,12/09/14,D2S441,99.64,2095
18R-04,12/09/14,D3S1358,143.32,1389
18R-04,12/09/14,D3S1358,147.07,1892
18R-04,12/09/14,D3S1358,155.28,681
18R-04,12/09/14,D1S1656,190.2,1274
18R-04,12/09/14,D1S1656,194.21,698
18R-04,12/09/14,D1S1656,198.13,942
18R-04,12/09/14,D1S1656,202.02,414
18R-04,12/09/14,D12S391,232.69,861
18R-04,12/09/14,D12S391,240.51,864
18R-04,12/09/14,D12S391,244.5,471
18R-04,12/09/14,D12S391,248.31,359
18R-04,12/09/14,SE33,352.85,375
18R-04,12/09/14,SE33,373.22,981
18R-04,12/09/14,SE33,408.18,707
18R-03,12/09/14,D10S1248,104.58,702
18R-03,12/09/14,vWA,168.44,255
18R-03,12/09/14,vWA,172.47,223
18R-03,12/09/14,D16S539,256.5,189
18R-03,12/09/14,D16S539,260.5,188
18R-03,12/09/14,D2S1338,289.48,81
18R-03,12/09/14,D2S1338,313.67,152
18R-03,12/09/14,AMEL,100.55,2430
18R-03,12/09/14,D8S1179,144.56,953
18R-03,12/09/14,D8S1179,152.89,678
18R-03,12/09/14,D21S11,199.66,663
18R-03,12/09/14,D21S11,207.72,811
18R-03,12/09/14,D18S51,313.09,914
18R-03,12/09/14,D22S1045,91.99,947
18R-03,12/09/14,D22S1045,101.29,793
18R-03,12/09/14,D22S1045,107.57,301
18R-03,12/09/14,D19S433,142.46,896
18R-03,12/09/14,D19S433,146.32,475
18R-03,12/09/14,D19S433,155.7,661
18R-03,12/09/14,TH01,188.6,447
18R-03,12/09/14,TH01,192.55,729
18R-03,12/09/14,TH01,196.58,240
18R-03,12/09/14,FGA,251.24,361
18R-03,12/09/14,FGA,262.25,583
18R-03,12/09/14,D2S441,87.52,659
18R-03,12/09/14,D2S441,99.73,582
18R-03,12/09/14,D3S1358,147.19,424
18R-03,12/09/14,D3S1358,155.18,483
18R-03,12/09/14,D1S1656,194.18,356
18R-03,12/09/14,D1S1656,198.03,294
18R-03,12/09/14,D1S1656,202.03,234
18R-03,12/09/14,D12S391,244.59,317
18R-03,12/09/14,D12S391,248.37,274
18R-03,12/09/14,SE33,352.78,255
18R-03,12/09/14,SE33,373.28,113
18R-01,12/09/14,D10S1248,96.37,1207
18R-01,12/09/14,D10S1248,104.56,2097
18R-01,12/09/14,D10S1248,112.75,826
18R-01,12/09/14,vWA,168.61,787
18R-01,12/09/14,vWA,172.55,693
18R-01,12/09/14,vWA,176.49,1010
18R-01,12/09/14,vWA,188.47,1046
18R-01,12/09/14,D16S539,240.17,936
18R-01,12/09/14,D16S539,244.41,738
18R-01,12/09/14,D16S539,252.58,806
18R-01,12/09/14,D16S539,256.55,519
18R-01,12/09/14,D2S1338,309.59,946
18R-01,12/09/14,D2S1338,313.67,564
18R-01,12/09/14,D2S1338,317.85,373
18R-01,12/09/14,AMEL,100.46,12320
18R-01,12/09/14,D8S1179,144.65,4567
18R-01,12/09/14,D8S1179,153.07,3970
18R-01,12/09/14,D21S11,203.65,2955
18R-01,12/09/14,D21S11,207.72,1785
18R-01,12/09/14,D21S11,217.86,1926
18R-01,12/09/14,D21S11,227.86,1405
18R-01,12/09/14,D18S51,304.81,3146
18R-01,12/09/14,D18S51,313,2031
18R-01,12/09/14,D18S51,317.25,1181
18R-01,12/09/14,D22S1045,88.89,1899
18R-01,12/09/14,D22S1045,101.28,3220
18R-01,12/09/14,D22S1045,104.47,4283
18R-01,12/09/14,D19S433,142.55,2460
18R-01,12/09/14,D19S433,146.32,5988
18R-01,12/09/14,TH01,192.6,6597
18R-01,12/09/14,FGA,241.47,1836
18R-01,12/09/14,FGA,251.17,2271
18R-01,12/09/14,FGA,258.61,1325
18R-01,12/09/14,FGA,277.66,1543
18R-01,12/09/14,D2S441,87.61,2360
18R-01,12/09/14,D2S441,91.72,1342
18R-01,12/09/14,D2S441,99.73,3335
18R-01,12/09/14,D3S1358,143.34,3100
18R-01,12/09/14,D3S1358,147.11,3014
18R-01,12/09/14,D1S1656,190.1,1050
18R-01,12/09/14,D1S1656,198.02,3788
18R-01,12/09/14,D12S391,232.72,772
18R-01,12/09/14,D12S391,240.43,2859
18R-01,12/09/14,SE33,369.13,2587
18R-67,11/09/14,D10S1248,96.35,1090
18R-67,11/09/14,D10S1248,104.6,1387
18R-67,11/09/14,D10S1248,112.75,1936
18R-67,11/09/14,vWA,172.53,1076
18R-67,11/09/14,vWA,176.57,1009
18R-67,11/09/14,vWA,184.52,1007
18R-67,11/09/14,vWA,188.51,1031
18R-67,11/09/14,D16S539,244.41,1608
18R-67,11/09/14,D16S539,252.6,751
18R-67,11/09/14,D2S1338,309.66,952
18R-67,11/09/14,D2S1338,313.75,661
18R-67,11/09/14,D2S1338,317.86,533
18R-67,11/09/14,AMEL,100.46,10917
18R-67,11/09/14,D8S1179,144.6,2608
18R-67,11/09/14,D8S1179,153.01,5869
18R-67,11/09/14,D21S11,203.64,2275
18R-67,11/09/14,D21S11,211.7,1920
18R-67,11/09/14,D21S11,217.83,1914
18R-67,11/09/14,D21S11,227.92,1293
18R-67,11/09/14,D18S51,292.54,1519
18R-67,11/09/14,D18S51,304.77,1646
18R-67,11/09/14,D18S51,313,1908
18R-67,11/09/14,D18S51,317.26,1468
18R-67,11/09/14,D22S1045,88.93,2691
18R-67,11/09/14,D22S1045,101.29,6057
18R-67,11/09/14,D22S1045,104.42,2725
18R-67,11/09/14,D19S433,142.48,5608
18R-67,11/09/14,D19S433,146.28,5025
18R-67,11/09/14,TH01,192.58,7321
18R-67,11/09/14,FGA,241.56,2264
18R-67,11/09/14,FGA,251.17,2065
18R-67,11/09/14,FGA,254.94,1781
18R-67,11/09/14,FGA,258.68,1392
18R-67,11/09/14,D2S441,87.55,2141
18R-67,11/09/14,D2S441,90.76,2099
18R-67,11/09/14,D2S441,99.63,4031
18R-67,11/09/14,D3S1358,143.27,1904
18R-67,11/09/14,D3S1358,147.08,3534
18R-67,11/09/14,D3S1358,151.33,1396
18R-67,11/09/14,D1S1656,190.15,1515
18R-67,11/09/14,D1S1656,198.1,2831
18R-67,11/09/14,D1S1656,204.91,1201
18R-67,11/09/14,D12S391,232.79,931
18R-67,11/09/14,D12S391,240.52,2715
18R-67,11/09/14,SE33,365.04,1156
18R-67,11/09/14,SE33,369.09,2317
18R-67,11/09/14,SE33,373.22,875
18R-61,11/09/14,D10S1248,104.66,390
18R-61,11/09/14,D10S1248,112.75,767
18R-61,11/09/14,vWA,168.6,106
18R-61,11/09/14,vWA,172.58,320
18R-61,11/09/14,vWA,184.59,202
18R-61,11/09/14,D16S539,244.41,490
18R-61,11/09/14,D2S1338,289.69,142
18R-61,11/09/14,D2S1338,309.65,122
18R-61,11/09/14,D2S1338,317.86,117
18R-61,11/09/14,D2S1338,326.02,72
18R-61,11/09/14,AMEL,100.55,2605
18R-61,11/09/14,D8S1179,144.58,312
18R-61,11/09/14,D8S1179,148.72,433
18R-61,11/09/14,D8S1179,152.95,953
18R-61,11/09/14,D21S11,211.7,545
18R-61,11/09/14,D21S11,228.01,779
18R-61,11/09/14,D18S51,292.58,416
18R-61,11/09/14,D18S51,308.82,306
18R-61,11/09/14,D18S51,317.17,329
18R-61,11/09/14,D18S51,323.52,266
18R-61,11/09/14,D22S1045,88.94,600
18R-61,11/09/14,D22S1045,101.38,1259
18R-61,11/09/14,D19S433,138.7,446
18R-61,11/09/14,D19S433,142.46,1625
18R-61,11/09/14,TH01,192.61,1154
18R-61,11/09/14,FGA,251.25,274
18R-61,11/09/14,FGA,254.9,635
18R-61,11/09/14,FGA,258.6,432
18R-61,11/09/14,FGA,262.27,202
18R-61,11/09/14,D2S441,90.78,475
18R-61,11/09/14,D2S441,99.73,736
18R-61,11/09/14,D3S1358,143.17,251
18R-61,11/09/14,D3S1358,147.04,299
18R-61,11/09/14,D3S1358,151.1,442
18R-61,11/09/14,D1S1656,190.2,511
18R-61,11/09/14,D1S1656,204.9,398
18R-61,11/09/14,D12S391,232.88,352
18R-61,11/09/14,D12S391,236.73,107
18R-61,11/09/14,D12S391,240.52,412
18R-61,11/09/14,SE33,360.99,208
18R-61,11/09/14,SE33,365.04,308
18R-61,11/09/14,SE33,373.14,244
18R-59,11/09/14,D10S1248,96.44,742
18R-59,11/09/14,D10S1248,104.69,1537
18R-59,11/09/14,D10S1248,112.84,849
18R-59,11/09/14,vWA,168.51,752
18R-59,11/09/14,vWA,172.49,776
18R-59,11/09/14,vWA,176.55,423
18R-59,11/09/14,vWA,188.55,606
18R-59,11/09/14,D16S539,244.41,680
18R-59,11/09/14,D16S539,252.6,265
18R-59,11/09/14,D16S539,256.6,403
18R-59,11/09/14,D2S1338,309.57,626
18R-59,11/09/14,D2S1338,313.75,325
18R-59,11/09/14,D2S1338,317.85,331
18R-59,11/09/14,AMEL,100.55,6649
18R-59,11/09/14,D8S1179,144.6,2390
18R-59,11/09/14,D8S1179,153,2111
18R-59,11/09/14,D21S11,203.64,807
18R-59,11/09/14,D21S11,207.71,1762
18R-59,11/09/14,D21S11,217.83,588
18R-59,11/09/14,D21S11,227.95,1019
18R-59,11/09/14,D18S51,304.77,2028
18R-59,11/09/14,D18S51,313,756
18R-59,11/09/14,D18S51,317.17,1040
18R-59,11/09/14,D22S1045,89.02,1488
18R-59,11/09/14,D22S1045,101.39,1200
18R-59,11/09/14,D22S1045,104.51,3123
18R-59,11/09/14,D19S433,142.48,1894
18R-59,11/09/14,D19S433,146.28,2485
18R-59,11/09/14,D19S433,150.08,1473
18R-59,11/09/14,TH01,192.64,3686
18R-59,11/09/14,FGA,241.56,930
18R-59,11/09/14,FGA,251.17,753
18R-59,11/09/14,FGA,258.59,1519
18R-59,11/09/14,FGA,277.64,1257
18R-59,11/09/14,D2S441,87.64,657
18R-59,11/09/14,D2S441,91.77,1006
18R-59,11/09/14,D2S441,99.73,2146
18R-59,11/09/14,D3S1358,143.27,2008
18R-59,11/09/14,D3S1358,147.07,1839
18R-59,11/09/14,D1S1656,190.12,860
18R-59,11/09/14,D1S1656,198.1,1765
18R-59,11/09/14,D12S391,232.76,746
18R-59,11/09/14,D12S391,240.52,1994
18R-59,11/09/14,SE33,369.12,816
18R-59,11/09/14,SE33,373.19,629
18R-59,11/09/14,SE33,408.15,726
18R-37,11/09/14,D10S1248,104.58,3440
18R-37,11/09/14,D10S1248,112.74,2733
18R-37,11/09/14,vWA,168.55,1064
18R-37,11/09/14,vWA,172.55,1841
18R-37,11/09/14,vWA,184.61,927
18R-37,11/09/14,D16S539,244.41,1658
18R-37,11/09/14,D16S539,256.51,612
18R-37,11/09/14,D2S1338,289.6,433
18R-37,11/09/14,D2S1338,309.64,860
18R-37,11/09/14,D2S1338,313.75,342
18R-37,11/09/14,D2S1338,317.86,679
18R-37,11/09/14,AMEL,100.46,14968
18R-37,11/09/14,D8S1179,144.6,2213
18R-37,11/09/14,D8S1179,152.92,5466
18R-37,11/09/14,D21S11,199.66,1399
18R-37,11/09/14,D21S11,207.67,1764
18R-37,11/09/14,D21S11,211.69,1748
18R-37,11/09/14,D21S11,227.9,1883
18R-37,11/09/14,D18S51,292.51,1534
18R-37,11/09/14,D18S51,312.99,1440
18R-37,11/09/14,D18S51,317.25,1619
18R-37,11/09/14,D22S1045,88.93,4837
18R-37,11/09/14,D22S1045,92.04,4436
18R-37,11/09/14,D22S1045,101.29,8667
18R-37,11/09/14,D19S433,142.56,10030
18R-37,11/09/14,TH01,188.68,1920
18R-37,11/09/14,TH01,192.66,6054
18R-37,11/09/14,FGA,251.17,1045
18R-37,11/09/14,FGA,254.93,1996
18R-37,11/09/14,FGA,258.59,2205
18R-37,11/09/14,FGA,262.36,1021
18R-37,11/09/14,D2S441,87.64,1928
18R-37,11/09/14,D2S441,90.76,2232
18R-37,11/09/14,D2S441,99.63,3457
18R-37,11/09/14,D3S1358,147.16,3243
18R-37,11/09/14,D3S1358,151.32,1553
18R-37,11/09/14,D3S1358,155.22,1342
18R-37,11/09/14,D1S1656,190.24,1681
18R-37,11/09/14,D1S1656,194.22,1066
18R-37,11/09/14,D1S1656,202.04,569
18R-37,11/09/14,D1S1656,204.94,944
18R-37,11/09/14,D12S391,232.82,949
18R-37,11/09/14,D12S391,240.61,1089
18R-37,11/09/14,D12S391,244.58,406
18R-37,11/09/14,D12S391,248.37,588
18R-37,11/09/14,SE33,352.81,368
18R-37,11/09/14,SE33,365.08,580
18R-37,11/09/14,SE33,373.25,1241
18R-34,11/09/14,D10S1248,104.6,1954
18R-34,11/09/14,D10S1248,112.75,1123
18R-34,11/09/14,vWA,168.56,707
18R-34,11/09/14,vWA,172.52,979
18R-34,11/09/14,vWA,176.48,303
18R-34,11/09/14,vWA,188.51,383
18R-34,11/09/14,D16S539,244.41,567
18R-34,11/09/14,D16S539,256.6,697
18R-34,11/09/14,D2S1338,309.57,584
18R-34,11/09/14,D2S1338,313.66,173
18R-34,11/09/14,D2S1338,317.85,548
18R-34,11/09/14,AMEL,100.46,7220
18R-34,11/09/14,D8S1179,144.58,2203
18R-34,11/09/14,D8S1179,152.95,1112
18R-34,11/09/14,D21S11,207.71,2624
18R-34,11/09/14,D21S11,227.92,1088
18R-34,11/09/14,D18S51,304.77,1927
18R-34,11/09/14,D18S51,313,505
18R-34,11/09/14,D18S51,317.25,776
18R-34,11/09/14,D22S1045,88.87,1656
18R-34,11/09/14,D22S1045,104.41,3169
18R-34,11/09/14,D22S1045,107.51,1078
18R-34,11/09/14,D19S433,142.56,1784
18R-34,11/09/14,D19S433,146.34,2186
18R-34,11/09/14,D19S433,150.13,1562
18R-34,11/09/14,TH01,192.58,3582
18R-34,11/09/14,FGA,243.46,507
18R-34,11/09/14,FGA,254.94,507
18R-34,11/09/14,FGA,258.68,1598
18R-34,11/09/14,FGA,277.57,1396
18R-34,11/09/14,D2S441,87.59,826
18R-34,11/09/14,D2S441,91.61,1598
18R-34,11/09/14,D2S441,99.64,1265
18R-34,11/09/14,D3S1358,143.35,1227
18R-34,11/09/14,D3S1358,147.14,1477
18R-34,11/09/14,D1S1656,190.15,808
18R-34,11/09/14,D1S1656,198.19,1414
18R-34,11/09/14,D12S391,232.71,690
18R-34,11/09/14,D12S391,240.52,1147
18R-34,11/09/14,SE33,373.27,578
18R-34,11/09/14,SE33,408.12,711
18R-29,11/09/14,D10S1248,104.63,2098
18R-29,11/09/14,D10S1248,112.74,591
18R-29,11/09/14,vWA,168.54,1352
18R-29,11/09/14,vWA,172.46,1181
18R-29,11/09/14,D16S539,256.52,1074
18R-29,11/09/14,D16S539,260.51,512
18R-29,11/09/14,D2S1338,289.65,458
18R-29,11/09/14,D2S1338,309.72,289
18R-29,11/09/14,D2S1338,313.75,439
18R-29,11/09/14,D2S1338,317.86,324
18R-29,11/09/14,AMEL,100.47,6043
18R-29,11/09/14,D8S1179,144.62,2424
18R-29,11/09/14,D8S1179,152.89,1904
18R-29,11/09/14,D21S11,199.74,1843
18R-29,11/09/14,D21S11,207.76,2404
18R-29,11/09/14,D21S11,227.89,691
18R-29,11/09/14,D18S51,304.8,1066
18R-29,11/09/14,D18S51,312.99,2789
18R-29,11/09/14,D18S51,317.25,866
18R-29,11/09/14,D22S1045,88.87,1214
18R-29,11/09/14,D22S1045,92,1584
18R-29,11/09/14,D22S1045,101.3,1801
18R-29,11/09/14,D22S1045,104.45,1036
18R-29,11/09/14,D19S433,142.49,2505
18R-29,11/09/14,D19S433,150.13,1354
18R-29,11/09/14,D19S433,155.82,1533
18R-29,11/09/14,TH01,188.67,1473
18R-29,11/09/14,TH01,192.69,2644
18R-29,11/09/14,FGA,251.17,1278
18R-29,11/09/14,FGA,258.59,936
18R-29,11/09/14,FGA,262.28,1274
18R-29,11/09/14,FGA,277.62,795
18R-29,11/09/14,D2S441,87.58,1868
18R-29,11/09/14,D2S441,91.73,1059
18R-29,11/09/14,D2S441,99.72,2404
18R-29,11/09/14,D3S1358,143.38,1071
18R-29,11/09/14,D3S1358,147.11,1829
18R-29,11/09/14,D3S1358,155.29,1091
18R-29,11/09/14,D1S1656,190.16,741
18R-29,11/09/14,D1S1656,194.26,1231
18R-29,11/09/14,D1S1656,198.18,634
18R-29,11/09/14,D1S1656,202.13,888
18R-29,11/09/14,D12S391,232.63,389
18R-29,11/09/14,D12S391,240.52,638
18R-29,11/09/14,D12S391,244.62,752
18R-29,11/09/14,D12S391,248.44,798
18R-29,11/09/14,SE33,352.75,988
18R-29,11/09/14,SE33,373.25,1333
18R-29,11/09/14,SE33,408.27,563
18R-24,11/09/14,D10S1248,104.6,2852
18R-24,11/09/14,D10S1248,112.75,2290
18R-24,11/09/14,vWA,168.47,1326
18R-24,11/09/14,vWA,172.52,1562
18R-24,11/09/14,vWA,184.59,422
18R-24,11/09/14,D16S539,244.32,1079
18R-24,11/09/14,D16S539,256.55,759
18R-24,11/09/14,D2S1338,289.69,410
18R-24,11/09/14,D2S1338,309.59,250
18R-24,11/09/14,D2S1338,313.67,408
18R-24,11/09/14,D2S1338,317.85,292
18R-24,11/09/14,AMEL,100.46,15437
18R-24,11/09/14,D8S1179,144.65,2804
18R-24,11/09/14,D8S1179,152.89,6182
18R-24,11/09/14,D21S11,199.66,1463
18R-24,11/09/14,D21S11,207.72,2086
18R-24,11/09/14,D21S11,211.71,798
18R-24,11/09/14,D21S11,227.86,1112
18R-24,11/09/14,D18S51,292.58,676
18R-24,11/09/14,D18S51,313,1900
18R-24,11/09/14,D18S51,317.25,820
18R-24,11/09/14,D22S1045,88.87,5901
18R-24,11/09/14,D22S1045,91.98,3074
18R-24,11/09/14,D22S1045,101.29,6783
18R-24,11/09/14,D22S1045,104.41,2214
18R-24,11/09/14,D19S433,142.54,8263
18R-24,11/09/14,TH01,188.64,1243
18R-24,11/09/14,TH01,192.61,4513
18R-24,11/09/14,FGA,251.17,1178
18R-24,11/09/14,FGA,254.9,807
18R-24,11/09/14,FGA,258.61,900
18R-24,11/09/14,FGA,262.34,1219
18R-24,11/09/14,D2S441,90.7,1766
18R-24,11/09/14,D2S441,99.64,4335
18R-24,11/09/14,D3S1358,147.19,2876
18R-24,11/09/14,D3S1358,151.31,1298
18R-24,11/09/14,D3S1358,155.26,1431
18R-24,11/09/14,D1S1656,190.2,1166
18R-24,11/09/14,D1S1656,194.24,1093
18R-24,11/09/14,D1S1656,198.11,408
18R-24,11/09/14,D1S1656,202.04,1010
18R-24,11/09/14,D1S1656,205.01,434
18R-24,11/09/14,D12S391,232.8,561
18R-24,11/09/14,D12S391,240.52,677
18R-24,11/09/14,D12S391,244.58,620
18R-24,11/09/14,D12S391,248.37,662
18R-24,11/09/14,SE33,352.75,520
18R-24,11/09/14,SE33,365.04,314
18R-24,11/09/14,SE33,373.22,1063
18R-16,11/09/14,D10S1248,104.56,2712
18R-16,11/09/14,D10S1248,112.66,4111
18R-16,11/09/14,vWA,168.49,1956
18R-16,11/09/14,vWA,172.5,4197
18R-16,11/09/14,vWA,184.56,2421
18R-16,11/09/14,D16S539,244.28,4263
18R-16,11/09/14,D16S539,256.55,1311
18R-16,11/09/14,D16S539,260.5,1261
18R-16,11/09/14,D2S1338,289.61,1117
18R-16,11/09/14,D2S1338,309.55,1739
18R-16,11/09/14,D2S1338,313.67,1223
18R-16,11/09/14,D2S1338,317.8,1368
18R-16,11/09/14,AMEL,100.46,22417
18R-16,11/09/14,D8S1179,144.65,4644
18R-16,11/09/14,D8S1179,152.98,16935
18R-16,11/09/14,D21S11,199.66,2958
18R-16,11/09/14,D21S11,207.77,3167
18R-16,11/09/14,D21S11,211.73,5436
18R-16,11/09/14,D21S11,227.82,4903
18R-16,11/09/14,D18S51,292.56,3788
18R-16,11/09/14,D18S51,313.01,4634
18R-16,11/09/14,D18S51,317.21,3162
18R-16,11/09/14,D22S1045,88.96,7097
18R-16,11/09/14,D22S1045,92.04,4467
18R-16,11/09/14,D22S1045,101.28,11812
